Best parameters:
no_components 127
max_sampled 9
learning_rate 0.056129688436596194
epochs 6
Result: 5.512341978301344

All:
[224, 5, 2.03356781184508e-05, 6] 51.86327069539711
[20, 5, 0.013877212573012852, 17] 7.869249249093618
[248, 11, 0.00011187410610536589, 5] 51.54812256192625
[172, 12, 0.2448837143030255, 18] 9.655355240428234
[29, 1, 1.3228048129676203e-05, 11] 53.59639948767355
[237, 2, 6.313215111787939e-05, 7] 51.8853594888954
[223, 14, 0.00047101281795375777, 3] 51.49627722692309
[28, 11, 0.004113356305656765, 9] 42.344403689031516
[127, 9, 0.056129688436596194, 6] 5.512341978301344
[108, 4, 0.03924352722264104, 2] 9.715622034301935
[394, 12, 9.013275218337132e-05, 6] 51.10804315199971
[24, 13, 0.1748131778253074, 5] 6.813414234195258
[387, 2, 1.1674687178699072e-05, 7] 51.7049798938562
[303, 6, 0.00023711754872178837, 19] 51.563945658673454
[357, 11, 0.0005812681963450031, 18] 51.159184091651234
[145, 10, 0.7970706982715217, 16] 105.51295243436398
[108, 2, 0.0005044996027433357, 16] 51.774893972065776
[186, 11, 0.0003680011748533584, 12] 51.41812791227147
[391, 3, 0.0011425230677621723, 9] 51.65489404527938
[29, 12, 0.0034745381856385754, 1] 51.525029286372394
[107, 4, 0.08293071435959838, 5] 6.159507291155422
[110, 5, 0.07187227848521172, 5] 5.989641169084673
[114, 3, 0.12128181013281643, 5] 6.92889720197106
[110, 3, 0.08171410090070053, 5] 6.274155870584667
[109, 4, 0.18952367564273417, 5] 8.374290677247684
[103, 4, 0.14189616746697012, 5] 6.944763772913017
[95, 3, 0.26616862067186514, 5] 12.061682332087571
[99, 3, 0.905022720683454, 3] 104.85363228482697
[95, 3, 0.46625287482839295, 5] 65.98961352402728
[98, 3, 0.2793923687427339, 1] 24.071898861564495
[121, 5, 0.055166659176493514, 4] 6.325833939345021
[119, 4, 0.06019567578993995, 4] 6.294501262835685
[104, 4, 0.11737575459568403, 5] 6.776800465008622
[117, 5, 0.09620022084857661, 4] 6.338386218230963
[128, 5, 0.08196967559473438, 6] 6.106125288530005
[125, 4, 0.06258701554380343, 6] 5.93300940736173
