Best parameters:
no_components 105
max_sampled 13
learning_rate 0.037514465671421235
epochs 7
Result: 5.310211449200619

All:
[224, 5, 2.03356781184508e-05, 6] 51.617985300475574
[20, 5, 0.013877212573012852, 17] 7.891008655714538
[248, 11, 0.00011187410610536589, 5] 51.218733692816144
[172, 12, 0.2448837143030255, 18] 9.456857723218228
[29, 1, 1.3228048129676203e-05, 11] 54.01640059321294
[237, 2, 6.313215111787939e-05, 7] 51.11825726141079
[223, 14, 0.00047101281795375777, 3] 51.99922273080577
[28, 11, 0.004113356305656765, 9] 43.58885941644562
[127, 9, 0.056129688436596194, 6] 6.09285401139851
[108, 4, 0.03924352722264104, 2] 9.472461727960583
[394, 12, 9.013275218337132e-05, 6] 51.69101661014001
[24, 13, 0.1748131778253074, 5] 6.64169635873816
[387, 2, 1.1674687178699072e-05, 7] 51.99894319682959
[303, 6, 0.00023711754872178837, 19] 52.06221057230231
[357, 11, 0.0005812681963450031, 18] 51.32568531408439
[145, 10, 0.7970706982715217, 16] 107.93515508303312
[108, 2, 0.0005044996027433357, 16] 51.6743389264693
[186, 11, 0.0003680011748533584, 12] 51.91189581330303
[391, 3, 0.0011425230677621723, 9] 51.82163457272163
[29, 12, 0.0034745381856385754, 1] 51.91148368487471
[2, 9, 0.16639874991640802, 5] 20.548495850622405
[21, 9, 0.4236411425170922, 5] 75.20073535848726
[9, 9, 0.39104865968525343, 5] 28.98287760985411
[22, 9, 0.4906738907299956, 5] 78.36303874619068
[111, 15, 0.06315701756526662, 1] 14.25836783988958
[127, 13, 0.0377976762398251, 6] 5.557945145842403
[110, 15, 0.0758993799214112, 5] 5.833898010598558
[108, 13, 0.07427305242152915, 6] 5.723842794759825
[102, 13, 0.04826268853211601, 7] 5.707304482491612
[115, 13, 0.05361228960775198, 6] 5.470916057122953
[112, 13, 0.09362865108154038, 8] 6.419476642079382
[116, 13, 0.12722940520377057, 6] 6.7238839087600955
[105, 13, 0.05487700586961078, 6] 5.419505736981465
[125, 14, 0.03967758353608594, 6] 5.455630061830532
[105, 13, 0.037514465671421235, 7] 5.310211449200619
[118, 13, 0.030991318923677184, 7] 5.389983217030298
